id,branch,train_mask,test_mask
4036,CSE,True,False
4037,EEE,True,False
4038,EEE,True,False
4039,EEE,True,False
4040,EEE,True,False
4041,ECE,True,False
4042,,False,True
4043,EEE,True,False
4044,EEE,True,False
4045,ECE,True,False
4046,EEE,True,False
4047,EEE,True,False
4048,ECE,True,False
4049,ECE,True,False
4050,ECE,True,False
4051,,False,True
4052,ECE,True,False
4053,EEE,True,False
4054,,False,True
4055,EEE,True,False
4056,EEE,True,False
4057,ECE,True,False
4058,,False,True
4059,ECE,True,False
4060,,False,True
4061,,False,True
4062,ECE,True,False
4063,CSE,True,False
4064,,False,True
4065,EEE,True,False
4066,EEE,True,False
4067,ECE,True,False
4068,EEE,True,False
4069,ECE,True,False
4070,ECE,True,False
4071,,False,True
4072,CSE,True,False
4073,EEE,True,False
4074,,False,True
4075,EEE,True,False
4076,CSE,True,False
4077,ECE,True,False
4078,,False,True
4079,EEE,True,False
4080,ECE,True,False
4081,ECE,True,False
4082,ECE,True,False
4083,EEE,True,False
4084,ECE,True,False
4085,ECE,True,False
4086,EEE,True,False
4087,EEE,True,False
4088,CSE,True,False
4089,ECE,True,False
4090,CSE,True,False
4091,EEE,True,False
4092,EEE,True,False
4093,,False,True
4094,EEE,True,False
4095,EEE,True,False
4096,,False,True
4097,CSE,True,False
4098,CSE,True,False
4099,ECE,True,False
4100,ECE,True,False
4101,EEE,True,False
4102,ECE,True,False
4103,ECE,True,False
4104,ECE,True,False
4105,ECE,True,False
4106,EEE,True,False
4107,ECE,True,False
4108,CSE,True,False
4109,EEE,True,False
4110,EEE,True,False
4111,ECE,True,False
4112,ECE,True,False
4113,EEE,True,False
4114,ECE,True,False
4115,EEE,True,False
4116,EEE,True,False
4117,,False,True
4118,EEE,True,False
4119,CSE,True,False
4120,CSE,True,False
4121,,False,True
4122,EEE,True,False
4123,ECE,True,False
4124,CSE,True,False
4125,CSE,True,False
4126,CSE,True,False
4127,,False,True
4128,,False,True
4129,EEE,True,False
4130,EEE,True,False
4131,ECE,True,False
4132,ECE,True,False
4133,,False,True
4134,ECE,True,False
4135,CSE,True,False
4136,EEE,True,False
4137,ECE,True,False
4138,EEE,True,False
4139,,False,True
4140,,False,True
4141,EEE,True,False
4142,EEE,True,False
4143,EEE,True,False
4144,ECE,True,False
4145,ECE,True,False
4146,ECE,True,False
4147,CSE,True,False
4148,EEE,True,False
4149,ECE,True,False
4150,EEE,True,False
4151,EEE,True,False
4152,ECE,True,False
4153,CSE,True,False
4154,ECE,True,False
4155,ECE,True,False
4156,EEE,True,False
4157,EEE,True,False
4158,EEE,True,False
4159,EEE,True,False
4160,CSE,True,False
4161,,False,True
4162,ECE,True,False
4163,EEE,True,False
4164,ECE,True,False
4165,ECE,True,False
4166,EEE,True,False
4167,EEE,True,False
4168,EEE,True,False
4169,CSE,True,False
4170,EEE,True,False
4171,EEE,True,False
4172,EEE,True,False
4173,EEE,True,False
4174,EEE,True,False
4175,,False,True
4176,EEE,True,False
4177,EEE,True,False
4178,EEE,True,False
4179,ECE,True,False
4180,,False,True
4181,EEE,True,False
4182,EEE,True,False
4183,EEE,True,False
4184,ECE,True,False
4185,EEE,True,False
4186,,False,True
4187,ECE,True,False
4188,EEE,True,False
4189,ECE,True,False
4190,ECE,True,False
4191,ECE,True,False
4192,EEE,True,False
4193,EEE,True,False
4194,EEE,True,False
4195,,False,True
4196,EEE,True,False
4197,CSE,True,False
4198,EEE,True,False
4199,EEE,True,False
4200,ECE,True,False
4201,,False,True
4202,ECE,True,False
4203,ECE,True,False
4204,,False,True
4205,ECE,True,False
4206,EEE,True,False
4207,ECE,True,False
4208,EEE,True,False
4209,CSE,True,False
4210,ECE,True,False
4211,ECE,True,False
4212,CSE,True,False
4213,EEE,True,False
4214,CSE,True,False
4215,CSE,True,False
4216,EEE,True,False
4217,ECE,True,False
4218,CSE,True,False
4219,,False,True
4220,ECE,True,False
4221,CSE,True,False
4222,,False,True
4223,CSE,True,False
4224,EEE,True,False
4225,,False,True
4226,,False,True
4227,ECE,True,False
4228,EEE,True,False
4229,EEE,True,False
4230,CSE,True,False
4231,ECE,True,False
4232,,False,True
4233,ECE,True,False
4234,CSE,True,False
4235,ECE,True,False
4236,,False,True
4237,EEE,True,False
4238,ECE,True,False
4239,ECE,True,False
4240,ECE,True,False
4241,,False,True
4242,EEE,True,False
4243,ECE,True,False
4244,EEE,True,False
4245,ECE,True,False
4246,ECE,True,False
4247,ECE,True,False
4248,EEE,True,False
4249,ECE,True,False
4250,CSE,True,False
4251,EEE,True,False
4252,,False,True
4253,ECE,True,False
4254,ECE,True,False
4255,EEE,True,False
4256,,False,True
4257,EEE,True,False
4258,EEE,True,False
4259,,False,True
4260,CSE,True,False
4261,ECE,True,False
4262,ECE,True,False
4263,EEE,True,False
4264,EEE,True,False
4265,CSE,True,False
4266,CSE,True,False
4267,CSE,True,False
4268,EEE,True,False
4269,EEE,True,False
4270,EEE,True,False
4271,EEE,True,False
4272,,False,True
4273,EEE,True,False
4274,ECE,True,False
4275,ECE,True,False
4276,ECE,True,False
4277,EEE,True,False
4278,ECE,True,False
4279,EEE,True,False
4280,ECE,True,False
4281,ECE,True,False
4282,CSE,True,False
4283,ECE,True,False
4284,CSE,True,False
4285,,False,True
4286,EEE,True,False
4287,EEE,True,False
4288,,False,True
4289,EEE,True,False
4290,ECE,True,False
4291,,False,True
4292,,False,True
4293,EEE,True,False
4294,ECE,True,False
4295,EEE,True,False
4296,CSE,True,False
4297,ECE,True,False
4298,,False,True
4299,,False,True
4300,ECE,True,False
4301,,False,True
4302,ECE,True,False
4303,,False,True
4304,EEE,True,False
4305,ECE,True,False
4306,ECE,True,False
4307,EEE,True,False
4308,,False,True
4309,CSE,True,False
4310,CSE,True,False
4311,CSE,True,False
4312,EEE,True,False
4313,ECE,True,False
4314,,False,True
4315,ECE,True,False
4316,CSE,True,False
4317,EEE,True,False
4318,ECE,True,False
4319,EEE,True,False
4320,EEE,True,False
4321,,False,True
4322,ECE,True,False
4323,EEE,True,False
4324,CSE,True,False
4325,ECE,True,False
4326,ECE,True,False
4327,EEE,True,False
4328,CSE,True,False
4329,CSE,True,False
4330,EEE,True,False
4331,,False,True
4332,ECE,True,False
4333,EEE,True,False
4334,,False,True
4335,ECE,True,False
4336,EEE,True,False
4337,EEE,True,False
4338,,False,True
4339,CSE,True,False
4340,ECE,True,False
4341,ECE,True,False
4342,ECE,True,False
4343,,False,True
4344,EEE,True,False
4345,EEE,True,False
4346,,False,True
4347,,False,True
4348,CSE,True,False
4349,ECE,True,False
4350,EEE,True,False
4351,EEE,True,False
4352,,False,True
4353,EEE,True,False
4354,EEE,True,False
4355,CSE,True,False
4356,,False,True
4357,,False,True
4358,ECE,True,False
4359,ECE,True,False
4360,ECE,True,False
4361,CSE,True,False
4362,ECE,True,False
4363,ECE,True,False
4364,,False,True
4365,EEE,True,False
4366,ECE,True,False
4367,ECE,True,False
4368,,False,True
4369,CSE,True,False
4370,ECE,True,False
4371,ECE,True,False
4372,CSE,True,False
4373,ECE,True,False
4374,EEE,True,False
4375,ECE,True,False
4376,ECE,True,False
4377,EEE,True,False
4378,CSE,True,False
4379,EEE,True,False
4380,ECE,True,False
4381,EEE,True,False
4382,EEE,True,False
4383,EEE,True,False
4384,,False,True
4385,EEE,True,False
4386,EEE,True,False
4387,ECE,True,False
4388,,False,True
4389,,False,True
4390,CSE,True,False
4391,,False,True
4392,,False,True
4393,EEE,True,False
4394,ECE,True,False
4395,CSE,True,False
4396,,False,True
4397,EEE,True,False
4398,CSE,True,False
4399,CSE,True,False
4400,EEE,True,False
4401,ECE,True,False
4402,ECE,True,False
4403,,False,True
4404,CSE,True,False
4405,,False,True
4406,ECE,True,False
4407,,False,True
4408,CSE,True,False
4409,ECE,True,False
4410,EEE,True,False
4411,ECE,True,False
4412,EEE,True,False
4413,EEE,True,False
4414,EEE,True,False
4415,ECE,True,False
4416,ECE,True,False
4417,,False,True
4418,ECE,True,False
4419,ECE,True,False
4420,ECE,True,False
4421,ECE,True,False
4422,ECE,True,False
4423,,False,True
4424,ECE,True,False
4425,,False,True
4426,EEE,True,False
4427,ECE,True,False
4428,ECE,True,False
4429,EEE,True,False
4430,ECE,True,False
4431,CSE,True,False
4432,ECE,True,False
4433,ECE,True,False
4434,EEE,True,False
4435,ECE,True,False
4436,ECE,True,False
4437,EEE,True,False
4438,EEE,True,False
4439,CSE,True,False
4440,EEE,True,False
4441,EEE,True,False
4442,CSE,True,False
4443,ECE,True,False
4444,EEE,True,False
4445,,False,True
4446,,False,True
4447,,False,True
4448,,False,True
4449,ECE,True,False
4450,EEE,True,False
4451,,False,True
4452,,False,True
4453,ECE,True,False
4454,EEE,True,False
4455,EEE,True,False
4456,CSE,True,False
4457,ECE,True,False
4458,ECE,True,False
4459,ECE,True,False
4460,CSE,True,False
4461,,False,True
4462,ECE,True,False
4463,,False,True
4464,EEE,True,False
4465,CSE,True,False
4466,ECE,True,False
4467,ECE,True,False
4468,,False,True
4469,EEE,True,False
4470,ECE,True,False
4471,CSE,True,False
4472,CSE,True,False
4473,EEE,True,False
4474,ECE,True,False
4475,EEE,True,False
4476,CSE,True,False
4477,EEE,True,False
4478,ECE,True,False
4479,ECE,True,False
4480,,False,True
4481,EEE,True,False
4482,EEE,True,False
4483,,False,True
4484,EEE,True,False
4485,,False,True
4486,,False,True
4487,EEE,True,False
4488,ECE,True,False
4489,CSE,True,False
4490,EEE,True,False
4491,CSE,True,False
4492,ECE,True,False
4493,EEE,True,False
4494,EEE,True,False
4495,CSE,True,False
4496,,False,True
4497,CSE,True,False
4498,EEE,True,False
4499,ECE,True,False
4500,,False,True
4501,,False,True
4502,EEE,True,False
4503,ECE,True,False
4504,,False,True
4505,ECE,True,False
4506,ECE,True,False
4507,ECE,True,False
4508,ECE,True,False
4509,EEE,True,False
4510,,False,True
4511,CSE,True,False
4512,ECE,True,False
4513,,False,True
4514,ECE,True,False
4515,,False,True
4516,ECE,True,False
4517,,False,True
4518,EEE,True,False
4519,CSE,True,False
4520,ECE,True,False
4521,EEE,True,False
4522,EEE,True,False
4523,EEE,True,False
4524,CSE,True,False
4525,CSE,True,False
4526,EEE,True,False
4527,EEE,True,False
4528,ECE,True,False
4529,,False,True
4530,,False,True
4531,EEE,True,False
4532,,False,True
4533,EEE,True,False
4534,EEE,True,False
4535,CSE,True,False
4536,ECE,True,False
4537,EEE,True,False
4538,EEE,True,False
4539,EEE,True,False
4540,EEE,True,False
4541,EEE,True,False
4542,EEE,True,False
4543,,False,True
4544,EEE,True,False
4545,ECE,True,False
4546,EEE,True,False
4547,EEE,True,False
4548,EEE,True,False
4549,CSE,True,False
4550,EEE,True,False
4551,EEE,True,False
4552,CSE,True,False
4553,ECE,True,False
4554,CSE,True,False
4555,CSE,True,False
4556,,False,True
4557,,False,True
4558,ECE,True,False
4559,ECE,True,False
4560,,False,True
4561,ECE,True,False
4562,,False,True
4563,EEE,True,False
4564,ECE,True,False
4565,CSE,True,False
4566,,False,True
4567,EEE,True,False
4568,,False,True
4569,ECE,True,False
4570,EEE,True,False
4571,EEE,True,False
4572,ECE,True,False
4573,EEE,True,False
4574,ECE,True,False
4575,EEE,True,False
4576,CSE,True,False
4577,ECE,True,False
4578,ECE,True,False
4579,CSE,True,False
4580,EEE,True,False
4581,EEE,True,False
4582,,False,True
4583,CSE,True,False
4584,EEE,True,False
4585,CSE,True,False
4586,,False,True
4587,ECE,True,False
4588,CSE,True,False
4589,,False,True
4590,,False,True
4591,ECE,True,False
4592,,False,True
4593,CSE,True,False
4594,EEE,True,False
4595,CSE,True,False
4596,EEE,True,False
4597,CSE,True,False
4598,,False,True
4599,EEE,True,False
4600,ECE,True,False
4601,ECE,True,False
4602,ECE,True,False
4603,,False,True
4604,ECE,True,False
4605,ECE,True,False
4606,CSE,True,False
4607,ECE,True,False
4608,EEE,True,False
4609,ECE,True,False
4610,ECE,True,False
4611,EEE,True,False
4612,,False,True
4613,ECE,True,False
4614,CSE,True,False
4615,EEE,True,False
4616,EEE,True,False
4617,ECE,True,False
4618,CSE,True,False
4619,CSE,True,False
4620,,False,True
4621,ECE,True,False
4622,CSE,True,False
4623,ECE,True,False
4624,,False,True
4625,ECE,True,False
4626,EEE,True,False
4627,ECE,True,False
4628,EEE,True,False
4629,EEE,True,False
4630,ECE,True,False
4631,,False,True
4632,ECE,True,False
4633,,False,True
4634,EEE,True,False
4635,ECE,True,False
4636,,False,True
4637,EEE,True,False
4638,EEE,True,False
4639,CSE,True,False
4640,EEE,True,False
4641,EEE,True,False
4642,EEE,True,False
4643,CSE,True,False
4644,ECE,True,False
4645,,False,True
4646,EEE,True,False
4647,EEE,True,False
4648,,False,True
4649,EEE,True,False
4650,CSE,True,False
4651,CSE,True,False
4652,EEE,True,False
4653,,False,True
4654,ECE,True,False
4655,CSE,True,False
4656,ECE,True,False
4657,CSE,True,False
4658,EEE,True,False
4659,CSE,True,False
4660,,False,True
4661,CSE,True,False
4662,CSE,True,False
4663,CSE,True,False
4664,EEE,True,False
4665,,False,True
4666,ECE,True,False
4667,EEE,True,False
4668,EEE,True,False
4669,EEE,True,False
4670,EEE,True,False
4671,EEE,True,False
4672,EEE,True,False
4673,CSE,True,False
4674,ECE,True,False
4675,EEE,True,False
4676,,False,True
4677,EEE,True,False
4678,EEE,True,False
4679,ECE,True,False
4680,ECE,True,False
4681,ECE,True,False
4682,,False,True
4683,EEE,True,False
4684,EEE,True,False
4685,ECE,True,False
4686,,False,True
4687,,False,True
4688,ECE,True,False
4689,ECE,True,False
4690,ECE,True,False
4691,EEE,True,False
4692,ECE,True,False
4693,EEE,True,False
4694,ECE,True,False
4695,EEE,True,False
4696,ECE,True,False
4697,ECE,True,False
4698,,False,True
4699,CSE,True,False
4700,CSE,True,False
4701,ECE,True,False
4702,,False,True
4703,CSE,True,False
4704,EEE,True,False
4705,,False,True
4706,CSE,True,False
4707,EEE,True,False
4708,ECE,True,False
4709,,False,True
4710,EEE,True,False
4711,EEE,True,False
4712,,False,True
4713,ECE,True,False
4714,ECE,True,False
4715,EEE,True,False
4716,EEE,True,False
4717,ECE,True,False
4718,ECE,True,False
4719,ECE,True,False
4720,CSE,True,False
4721,ECE,True,False
4722,ECE,True,False
4723,CSE,True,False
4724,ECE,True,False
4725,ECE,True,False
4726,CSE,True,False
4727,CSE,True,False
4728,EEE,True,False
4729,CSE,True,False
4730,,False,True
4731,EEE,True,False
4732,ECE,True,False
4733,CSE,True,False
4734,CSE,True,False
4735,,False,True
4736,EEE,True,False
4737,CSE,True,False
4738,ECE,True,False
4739,ECE,True,False
4740,EEE,True,False
4741,,False,True
4742,EEE,True,False
4743,EEE,True,False
4744,,False,True
4745,EEE,True,False
4746,EEE,True,False
4747,,False,True
4748,ECE,True,False
4749,CSE,True,False
4750,EEE,True,False
4751,,False,True
4752,EEE,True,False
4753,EEE,True,False
4754,CSE,True,False
4755,CSE,True,False
4756,CSE,True,False
4757,CSE,True,False
4758,EEE,True,False
4759,EEE,True,False
4760,,False,True
4761,,False,True
4762,EEE,True,False
4763,EEE,True,False
4764,CSE,True,False
4765,ECE,True,False
4766,EEE,True,False
4767,EEE,True,False
4768,EEE,True,False
4769,,False,True
4770,EEE,True,False
4771,ECE,True,False
4772,,False,True
4773,ECE,True,False
4774,,False,True
4775,ECE,True,False
4776,ECE,True,False
4777,CSE,True,False
4778,CSE,True,False
4779,ECE,True,False
4780,EEE,True,False
4781,,False,True
4782,,False,True
4783,EEE,True,False
4784,ECE,True,False
4785,CSE,True,False
4786,CSE,True,False
4787,CSE,True,False
4788,ECE,True,False
4789,,False,True
4790,ECE,True,False
4791,ECE,True,False
4792,ECE,True,False
4793,ECE,True,False
4794,,False,True
4795,EEE,True,False
4796,,False,True
4797,EEE,True,False
4798,CSE,True,False
4799,,False,True
4800,,False,True
4801,EEE,True,False
4802,,False,True
4803,EEE,True,False
4804,ECE,True,False
4805,ECE,True,False
4806,ECE,True,False
4807,ECE,True,False
4808,EEE,True,False
4809,CSE,True,False
4810,EEE,True,False
4811,,False,True
4812,ECE,True,False
4813,CSE,True,False
4814,,False,True
4815,ECE,True,False
4816,EEE,True,False
4817,EEE,True,False
4818,CSE,True,False
4819,CSE,True,False
4820,,False,True
4821,ECE,True,False
4822,EEE,True,False
4823,,False,True
4824,,False,True
4825,ECE,True,False
4826,ECE,True,False
4827,ECE,True,False
4828,ECE,True,False
4829,,False,True
4830,ECE,True,False
4831,CSE,True,False
4832,EEE,True,False
4833,ECE,True,False
4834,EEE,True,False
4835,,False,True
4836,ECE,True,False
4837,ECE,True,False
4838,,False,True
4839,EEE,True,False
4840,CSE,True,False
4841,CSE,True,False
4842,EEE,True,False
4843,ECE,True,False
4844,CSE,True,False
4845,ECE,True,False
4846,ECE,True,False
4847,,False,True
4848,CSE,True,False
4849,,False,True
4850,EEE,True,False
4851,CSE,True,False
4852,EEE,True,False
4853,ECE,True,False
4854,EEE,True,False
4855,EEE,True,False
4856,EEE,True,False
4857,,False,True
4858,ECE,True,False
4859,ECE,True,False
4860,EEE,True,False
4861,CSE,True,False
4862,ECE,True,False
4863,,False,True
4864,CSE,True,False
4865,,False,True
4866,EEE,True,False
4867,EEE,True,False
4868,ECE,True,False
4869,,False,True
4870,,False,True
4871,CSE,True,False
4872,EEE,True,False
4873,EEE,True,False
4874,EEE,True,False
4875,ECE,True,False
4876,CSE,True,False
4877,EEE,True,False
4878,ECE,True,False
4879,,False,True
4880,EEE,True,False
4881,,False,True
4882,ECE,True,False
4883,CSE,True,False
4884,EEE,True,False
4885,CSE,True,False
4886,EEE,True,False
4887,EEE,True,False
4888,ECE,True,False
4889,CSE,True,False
4890,ECE,True,False
4891,EEE,True,False
4892,EEE,True,False
4893,ECE,True,False
4894,EEE,True,False
4895,ECE,True,False
4896,CSE,True,False
4897,,False,True
4898,ECE,True,False
4899,,False,True
4900,ECE,True,False
4901,EEE,True,False
4902,ECE,True,False
4903,ECE,True,False
4904,ECE,True,False
4905,ECE,True,False
4906,CSE,True,False
4907,EEE,True,False
4908,EEE,True,False
4909,EEE,True,False
4910,,False,True
4911,ECE,True,False
4912,ECE,True,False
4913,,False,True
4914,ECE,True,False
4915,CSE,True,False
4916,ECE,True,False
4917,ECE,True,False
4918,EEE,True,False
4919,ECE,True,False
4920,,False,True
4921,,False,True
4922,EEE,True,False
4923,CSE,True,False
4924,,False,True
4925,ECE,True,False
4926,EEE,True,False
4927,EEE,True,False
4928,EEE,True,False
4929,CSE,True,False
4930,ECE,True,False
4931,ECE,True,False
4932,,False,True
4933,EEE,True,False
4934,EEE,True,False
4935,,False,True
4936,,False,True
4937,ECE,True,False
4938,CSE,True,False
4939,CSE,True,False
4940,EEE,True,False
4941,EEE,True,False
4942,ECE,True,False
4943,EEE,True,False
4944,CSE,True,False
4945,EEE,True,False
4946,,False,True
4947,EEE,True,False
4948,EEE,True,False
4949,EEE,True,False
4950,ECE,True,False
4951,ECE,True,False
4952,,False,True
4953,ECE,True,False
4954,,False,True
4955,EEE,True,False
4956,EEE,True,False
4957,ECE,True,False
4958,EEE,True,False
4959,,False,True
4960,,False,True
4961,EEE,True,False
4962,EEE,True,False
4963,ECE,True,False
4964,,False,True
4965,CSE,True,False
4966,ECE,True,False
4967,ECE,True,False
4968,CSE,True,False
4969,ECE,True,False
4970,ECE,True,False
4971,ECE,True,False
4972,EEE,True,False
4973,ECE,True,False
4974,CSE,True,False
4975,EEE,True,False
4976,ECE,True,False
4977,,False,True
4978,ECE,True,False
4979,ECE,True,False
4980,ECE,True,False
4981,EEE,True,False
4982,EEE,True,False
4983,ECE,True,False
4984,ECE,True,False
4985,,False,True
4986,CSE,True,False
4987,EEE,True,False
4988,ECE,True,False
4989,,False,True
4990,EEE,True,False
4991,,False,True
4992,EEE,True,False
4993,ECE,True,False
4994,,False,True
4995,,False,True
4996,,False,True
4997,ECE,True,False
4998,,False,True
4999,EEE,True,False
5000,EEE,True,False
5001,EEE,True,False
5002,EEE,True,False
5003,EEE,True,False
5004,,False,True
5005,EEE,True,False
5006,ECE,True,False
5007,ECE,True,False
5008,ECE,True,False
5009,CSE,True,False
5010,CSE,True,False
5011,CSE,True,False
5012,ECE,True,False
5013,,False,True
5014,CSE,True,False
5015,ECE,True,False
5016,ECE,True,False
5017,EEE,True,False
5018,ECE,True,False
5019,EEE,True,False
5020,EEE,True,False
5021,ECE,True,False
5022,,False,True
5023,EEE,True,False
5024,,False,True
5025,EEE,True,False
5026,CSE,True,False
5027,ECE,True,False
5028,ECE,True,False
5029,ECE,True,False
5030,ECE,True,False
5031,ECE,True,False
5032,CSE,True,False
5033,EEE,True,False
5034,ECE,True,False
5035,,False,True
5036,ECE,True,False
5037,,False,True
5038,,False,True
5039,ECE,True,False
5040,ECE,True,False
5041,,False,True
5042,EEE,True,False
5043,ECE,True,False
5044,CSE,True,False
5045,EEE,True,False
5046,ECE,True,False
5047,,False,True
5048,EEE,True,False
5049,ECE,True,False
5050,CSE,True,False
5051,ECE,True,False
5052,CSE,True,False
5053,EEE,True,False
5054,ECE,True,False
5055,,False,True
5056,ECE,True,False
5057,EEE,True,False
5058,CSE,True,False
5059,ECE,True,False
5060,EEE,True,False
5061,EEE,True,False
5062,ECE,True,False
5063,EEE,True,False
5064,CSE,True,False
5065,EEE,True,False
5066,CSE,True,False
5067,ECE,True,False
5068,ECE,True,False
5069,EEE,True,False
5070,,False,True
5071,EEE,True,False
5072,ECE,True,False
5073,ECE,True,False
5074,,False,True
5075,,False,True
5076,EEE,True,False
5077,ECE,True,False
5078,ECE,True,False
5079,,False,True
5080,ECE,True,False
5081,ECE,True,False
5082,CSE,True,False
5083,ECE,True,False
5084,CSE,True,False
5085,EEE,True,False
5086,EEE,True,False
5087,CSE,True,False
5088,EEE,True,False
5089,ECE,True,False
5090,EEE,True,False
5091,CSE,True,False
5092,,False,True
5093,EEE,True,False
5094,ECE,True,False
5095,,False,True
5096,,False,True
5097,ECE,True,False
5098,ECE,True,False
5099,,False,True
5100,EEE,True,False
5101,EEE,True,False
5102,,False,True
5103,EEE,True,False
5104,,False,True
5105,EEE,True,False
5106,,False,True
5107,ECE,True,False
5108,EEE,True,False
5109,ECE,True,False
5110,,False,True
5111,EEE,True,False
5112,ECE,True,False
5113,EEE,True,False
5114,ECE,True,False
5115,EEE,True,False
5116,CSE,True,False
5117,CSE,True,False
5118,EEE,True,False
5119,CSE,True,False
5120,CSE,True,False
5121,ECE,True,False
5122,EEE,True,False
5123,,False,True
5124,CSE,True,False
5125,EEE,True,False
5126,,False,True
5127,EEE,True,False
5128,EEE,True,False
5129,EEE,True,False
5130,EEE,True,False
5131,EEE,True,False
5132,ECE,True,False
5133,,False,True
5134,,False,True
5135,EEE,True,False
5136,ECE,True,False
5137,ECE,True,False
5138,ECE,True,False
5139,EEE,True,False
5140,,False,True
5141,EEE,True,False
5142,EEE,True,False
5143,ECE,True,False
5144,,False,True
5145,ECE,True,False
5146,,False,True
5147,EEE,True,False
5148,ECE,True,False
5149,EEE,True,False
5150,CSE,True,False
5151,EEE,True,False
5152,CSE,True,False
5153,EEE,True,False
5154,ECE,True,False
5155,ECE,True,False
5156,,False,True
5157,ECE,True,False
5158,ECE,True,False
5159,ECE,True,False
5160,EEE,True,False
5161,EEE,True,False
5162,EEE,True,False
5163,CSE,True,False
5164,EEE,True,False
5165,ECE,True,False
5166,CSE,True,False
5167,,False,True
5168,ECE,True,False
5169,ECE,True,False
5170,EEE,True,False
5171,ECE,True,False
5172,ECE,True,False
5173,,False,True
5174,,False,True
5175,ECE,True,False
5176,,False,True
5177,ECE,True,False
5178,EEE,True,False
5179,EEE,True,False
5180,ECE,True,False
5181,EEE,True,False
5182,EEE,True,False
5183,,False,True
5184,ECE,True,False
5185,EEE,True,False
5186,CSE,True,False
5187,ECE,True,False
5188,,False,True
5189,ECE,True,False
5190,CSE,True,False
5191,EEE,True,False
5192,ECE,True,False
5193,,False,True
5194,EEE,True,False
5195,EEE,True,False
5196,CSE,True,False
5197,EEE,True,False
5198,ECE,True,False
5199,ECE,True,False
5200,CSE,True,False
5201,,False,True
5202,EEE,True,False
5203,EEE,True,False
5204,ECE,True,False
5205,,False,True
5206,ECE,True,False
5207,CSE,True,False
5208,EEE,True,False
5209,EEE,True,False
5210,CSE,True,False
5211,,False,True
5212,CSE,True,False
5213,CSE,True,False
5214,CSE,True,False
5215,EEE,True,False
5216,CSE,True,False
5217,ECE,True,False
5218,ECE,True,False
5219,CSE,True,False
5220,ECE,True,False
5221,ECE,True,False
5222,,False,True
5223,EEE,True,False
5224,EEE,True,False
5225,ECE,True,False
5226,EEE,True,False
5227,ECE,True,False
5228,EEE,True,False
5229,EEE,True,False
5230,ECE,True,False
5231,ECE,True,False
5232,EEE,True,False
5233,,False,True
5234,EEE,True,False
5235,EEE,True,False
5236,EEE,True,False
5237,EEE,True,False
5238,ECE,True,False
5239,ECE,True,False
5240,,False,True
5241,CSE,True,False
5242,CSE,True,False
5243,ECE,True,False
5244,,False,True
5245,EEE,True,False
5246,EEE,True,False
5247,CSE,True,False
5248,EEE,True,False
5249,ECE,True,False
5250,,False,True
5251,ECE,True,False
5252,CSE,True,False
5253,ECE,True,False
5254,EEE,True,False
5255,ECE,True,False
5256,EEE,True,False
5257,EEE,True,False
5258,,False,True
5259,ECE,True,False
5260,,False,True
5261,ECE,True,False
5262,EEE,True,False
5263,EEE,True,False
5264,EEE,True,False
5265,,False,True
5266,ECE,True,False
5267,EEE,True,False
5268,,False,True
5269,EEE,True,False
5270,EEE,True,False
5271,,False,True
5272,EEE,True,False
5273,ECE,True,False
5274,,False,True
5275,EEE,True,False
5276,ECE,True,False
5277,,False,True
5278,EEE,True,False
5279,,False,True
5280,CSE,True,False
5281,ECE,True,False
5282,CSE,True,False
5283,,False,True
5284,ECE,True,False
5285,EEE,True,False
5286,EEE,True,False
5287,EEE,True,False
5288,CSE,True,False
5289,ECE,True,False
5290,,False,True
5291,CSE,True,False
5292,EEE,True,False
5293,EEE,True,False
5294,ECE,True,False
5295,EEE,True,False
5296,EEE,True,False
5297,ECE,True,False
5298,ECE,True,False
5299,,False,True
5300,,False,True
5301,ECE,True,False
5302,EEE,True,False
5303,ECE,True,False
5304,,False,True
5305,,False,True
5306,ECE,True,False
5307,ECE,True,False
5308,EEE,True,False
5309,EEE,True,False
5310,,False,True
5311,CSE,True,False
5312,ECE,True,False
5313,,False,True
5314,EEE,True,False
5315,,False,True
5316,,False,True
5317,ECE,True,False
5318,,False,True
5319,ECE,True,False
5320,CSE,True,False
5321,EEE,True,False
5322,,False,True
5323,,False,True
5324,EEE,True,False
5325,ECE,True,False
5326,ECE,True,False
5327,,False,True
5328,EEE,True,False
5329,EEE,True,False
5330,,False,True
5331,EEE,True,False
5332,EEE,True,False
5333,ECE,True,False
5334,,False,True
5335,EEE,True,False
5336,EEE,True,False
5337,ECE,True,False
5338,,False,True
5339,ECE,True,False
5340,CSE,True,False
5341,ECE,True,False
5342,ECE,True,False
5343,ECE,True,False
5344,,False,True
5345,EEE,True,False
5346,,False,True
5347,EEE,True,False
5348,,False,True
5349,EEE,True,False
5350,EEE,True,False
5351,CSE,True,False
5352,ECE,True,False
5353,,False,True
5354,ECE,True,False
5355,,False,True
5356,EEE,True,False
5357,,False,True
5358,ECE,True,False
5359,EEE,True,False
5360,CSE,True,False
5361,ECE,True,False
5362,EEE,True,False
5363,EEE,True,False
5364,ECE,True,False
5365,ECE,True,False
5366,EEE,True,False
5367,EEE,True,False
5368,,False,True
5369,CSE,True,False
5370,CSE,True,False
5371,,False,True
5372,EEE,True,False
5373,ECE,True,False
5374,CSE,True,False
5375,ECE,True,False
5376,,False,True
5377,,False,True
5378,CSE,True,False
5379,EEE,True,False
